Country Name,Country Code,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Czechia,CZE,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,43.48982847,43.81180296,43.11045098,41.74192255,41.69312153,42.41553822,42.16116962,42.28380377,43.12835501,42.81606175,45.45003235,44.76245154,46.13922765,46.736506,47.74153985,47.70223324,49.40564697,49.7042826,49.94872153,50.74837537,71.41104294,70.25723473,66.55629139,66.91042048,64.60176991,61.97183099,63.03236797,60.85409253,58.99280576,60.4519774,62.43194192,64.50511945,59.91820041,60.04016064,58.84615385,58.47953216,59.2,61.63021869,61.74089069
Germany,DEU,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,39.34967911,40.16253576,40.56119821,38.9722633,39.93782074,41.0806664,41.67373641,42.86640635,42.91041231,42.42575586,45.04148256,44.74263869,46.9824017,45.94036592,45.32885722,46.3168657,48.05016361,48.58036808,49.48729292,47.3574931,52.11845103,50.86875582,47.53767283,48.60362567,47.40009258,48.87158296,47.94563349,50.48037779,64.30191792,70.99644128,70.95282146,67.82376502,67.28131324,67.0737223,65.15251262,67.49197616,66.5158371,63.5232482,64.68163078
Djibouti,DJI,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,91.20476047,91.2184739,91.06546044,90.56323863,90.08029285,90.06923074,83.27110363,84.17619637,84.06997967,81.81406299,81.0838827,83.046475,82.61324963,85.12354143,88.0278066,88.9352576,88.98635102,88.98419423,89.57456495,85.1905964,95,95,95,95.23809524,90.90909091,95.65217391,95.83333333,95.83333333,96,92.30769231,92.30769231,96.15384615,96.15384615,96.15384615,96.15384615,96.15384615,92.30769231,96.15384615,96.15384615
Dominica,DMA,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,86.46756283,87.09822455,87.59244054,88.37694039,88.2102971,88.94290198,89.08405005,89.70217724,87.26906443,81.06555727,83.83473766,83.31173803,85.1263491,81.46923369,81.40365139,83.20178021,83.40999447,84.50352316,82.24744198,86.89542269,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,100,100,66.66666667,66.66666667,66.66666667,66.66666667,50,50,50,50,50,50,50
Denmark,DNK,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,58.14002936,58.50462611,65.35736381,64.33297814,53.7098249,59.10964917,72.08814662,60.70429566,63.19923713,67.36257977,57.96577346,71.55771342,65.29655857,55.66817006,72.60263716,71.6688981,66.35489745,67.02961956,69.89361986,66.41106654,78.85952712,78.29787234,78.60394537,79.30513595,78.64823349,77.37003058,77.62345679,77.19568567,77.53164557,73.46938776,72.99843014,73.99030695,73.87687188,72.59380098,78.59778598,80.03766478,81.0707457,82.11538462,84.29118774
Dominican Republic,DOM,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,77.90894947,80.23699921,81.41201824,80.87670644,80.96841769,81.73138842,80.81517572,80.96435118,80.20177394,80.25687585,79.81281126,79.30354253,78.75439908,79.50956293,78.85675763,80.87218024,80.60835297,81.36693957,80.25331931,80.35878181,91.09947644,91.2195122,90.59405941,90.14778325,89.90384615,89.57345972,89.59276018,89.42731278,88.88888889,84.43396226,80.75117371,82.30088496,84.58498024,83.88429752,85.11450382,85.82375479,86.28158845,86.82432432,86.64383562
Algeria,DZA,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,61.71380295,64.81123041,62.64444815,66.75170674,68.47364382,62.05485126,59.82876668,58.35810942,66.8460665,66.04798859,65.94762615,68.6780917,60.7132987,62.97552541,62.12467218,63.37987391,62.98625827,58.96812892,56.74858939,57.84391342,70.76612903,72.72727273,75.79617834,78.95878525,80.66037736,79.80769231,79.85948478,78.55421687,80.50847458,79.78494624,48.78378378,49.86772487,48.30393487,49.80289093,53.62318841,49.73890339,52.05992509,52.18476904,50.25974026
East Asia & Pacific (excluding high income),EAP,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,83.47888779,83.5088948,83.56519634,83.03087101,83.40854072,84.2403575,84.48436974,82.98389134,82.7168929,82.64628085,81.75801542,81.16106004,81.27342467,80.9003223,80.86584202,80.5183365,79.60178189,78.78900086,77.97748456
Early-demographic dividend,EAR,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,88.87473702,88.88413062,89.1424103,89.212416,89.17988989,88.50954681,87.97684662,87.52945306,87.10397442,86.56022927,85.48044397,85.37343704,85.11193848,85.09357747,85.09375883,85.21820369,85.00375933,84.93503137,84.6959366
East Asia & Pacific,EAS,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,83.01965324,82.79996198,82.19858278,81.44464707,81.32155072,81.75237598,81.61015595,80.01962559,79.99108173,81.04128279,80.07634191,80.18342193,80.17609562,78.32055486,78.79039111,78.10260531,78.06241712,78.31693503,77.13032825
Europe & Central Asia (excluding high income),ECA,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,84.55416968,84.17084992,84.44864292,84.50800473,84.67278442,83.5645626,82.4236401,82.66003238,82.48182148,82.02867174,81.26418885,81.09074344,81.51630912,80.97960597,80.21013168,79.51240641,79.06652237,78.40218738,79.56024548
Europe & Central Asia,ECS,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,69.82991579,69.42380434,68.75815674,68.75206913,67.62208612,66.90017004,65.96614552,66.4089476,68.88807119,71.63934881,71.01332203,70.94106426,72.20049472,71.76405132,71.35027816,71.24507584,72.39036861,72.39306064,74.49800874
Ecuador,ECU,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,85.29700994,85.3261972,85.81862184,86.22051255,85.05743768,84.28954757,85.33929878,85.34983168,84.22222966,84.4938418,84.46410656,83.67493963,83.70709829,84.77117938,84.51834537,83.69765279,82.65483281,82.71536228,82.31884882,83.59430175,93.07479224,93.04812834,93.31619537,93.30024814,93.47826087,93.36492891,93.70786517,93.77593361,93.52051836,93.02325581,92.09876543,93.56060606,92.25941423,91.507431,91.2601626,90.42553191,90,88.96247241,89.43089431
"Egypt, Arab Rep.",EGY,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,59.86160219,59.0932178,58.86928406,57.58229712,56.69416359,58.19107203,57.76745429,57.75763055,58.6620809,57.71800155,43.4771915,38.44473003,37.33438496,37.33008169,39.30900097,40.92326673,43.06126669,44.52944446,45.03918911,44.82354284,60.92843327,63.07596513,63.48208674,65.72118286,64.33611289,68.31683168,69.21758995,68.69158879,69.78989211,70.13574661,71.49837134,71.88669161,72.84904688,73.36024218,74.73784557,74.51923077,71.36812412,68.07424594,66.03188663
Euro area,EMU,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,60.57368721,60.19589684,58.52138876,58.50268882,57.76866635,57.44719553,57.22260871,57.76367403,63.18318831,66.34068042,66.0752428,65.26564854,66.25672425,66.23025021,66.34166267,66.21084186,67.99904647,68.37513183,70.16155875
Eritrea,ERI,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,93.46393818,93.4950667,93.50266004,93.51731135,93.48271931,93.31656346,93.24805794,92.98773088,93.00436013,92.60696207,92.26372083,92.39783985,92.34053592,92.41822772,92.45891404,92.65125246,92.66903925,92.51832823,92.38501313,92.59632636,97.54098361,71.25748503,56.74418605,41.59663866,35.66433566,31.02409639,34.68208092,38.22714681,40.05449591,41.14441417,42.3180593,41.27906977,42.24924012,44.23676012,46.3022508,48.68421053,45.95469256,46.08433735,44.44444444
Spain,ESP,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,54.84938238,57.3782546,56.45333545,53.55862613,50.02629399,51.96361194,53.07069962,52.0560748,51.03013496,50.81184943,50.24972668,48.53179217,52.56532276,52.78145702,54.69064822,55.38342608,57.51065236,58.84246262,60.29230816,59.07817815,74.14589104,75.20344663,73.9626556,76.02015113,74.13541159,72.32055064,74.25389755,73.56529598,75.03195569,73.6081598,73.78435518,75.23056653,75.66964286,77.23577236,77.31092437,74.29511278,75.19594283,76.07030194,73.69207773
Estonia,EST,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,52.35047296,53.59321604,54.14185801,54.54607986,55.15180756,54.88474006,55.01558361,55.36122799,56.24553069,56.57506745,41.2621637,41.23804787,42.14119729,44.561535,44.07457767,44.76277454,46.34222397,46.93652887,46.97322117,46.26134837,91.44385027,90.90909091,92.15686275,92.08633094,91.2,90,88.79310345,88.69565217,89.83050847,90.51724138,90.6779661,88.03418803,87.17948718,89.83050847,89.25619835,89.07563025,89.91596639,89.43089431,89.92248062
Ethiopia,ETH,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,93.07254045,93.12074369,93.10011215,92.99062131,93.35093787,93.04719686,92.88658626,92.47953524,92.70343194,92.29348626,91.74929762,92.03147428,91.76671163,91.84057915,91.80800622,92.07388643,92.14525944,91.72536026,91.63503688,91.70750555,94.53458582,93.60440491,91.68019481,89.77578475,89.21180097,88.16414687,88.20889433,87.86311182,88.33819242,87.76032152,86.61055853,86.58536585,87.72386845,86.81095705,86.78875082,86.99313787,86.82883417,87.42979406,87.14026445
European Union,EUU,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,63.34818717,63.22580465,61.37948362,61.13459494,60.31122401,59.71585454,59.39567416,60.16645994,64.57163487,67.01010483,66.24519729,65.92510229,67.12692811,66.69947096,66.70058944,66.51367317,68.2917836,68.76107692,71.18823212
Fragile and conflict affected situations,FCS,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,90.19782294,89.66556297,89.34017941,89.019571,69.35058615,69.39119605,69.5731277,69.71431252,70.62377777,70.66580497,70.8248553,70.42635849,71.48248812,71.68403951,72.02329203,72.72903395,72.30929264,72.57692908,72.69047429
Finland,FIN,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,57.90748157,57.71459513,54.98881432,53.9628942,53.74174993,52.25477986,55.08743391,56.04599948,53.08786434,52.09446468,51.41052579,52.3778225,55.04595944,51.29702991,50.39303397,52.36609569,52.50262462,52.25122642,52.23228164,51.22008694,64.34108527,64.79591837,66.02451839,65.232358,64.54849498,64.09395973,63.31658291,63.5,63.86986301,64.38356164,64.79591837,64.82758621,64.88294314,63.21070234,62.90849673,63.03317536,63.04347826,63.85737439,64.71494607
Fiji,FJI,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,90.74386595,91.2747142,91.63967545,91.44693971,91.92422961,91.13731782,91.28191637,89.01323421,89.98250669,90.04125604,87.66226384,89.51017263,88.80951663,89.26991292,91.24447935,91.17127627,90.97300539,91.52884685,90.77086061,90.53531497,94.28571429,94.11764706,94.11764706,97.22222222,94.73684211,95,95,95,94.87179487,94.59459459,94.28571429,94.59459459,94.73684211,91.17647059,92.10526316,91.89189189,91.42857143,94.28571429,91.89189189
France,FRA,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,40.70959694,40.14056635,40.54242212,40.31358488,38.38561793,40.93379497,42.33431395,42.11183409,43.2636115,44.79220548,45.29359563,46.37604992,46.22241136,45.76327499,45.42836276,45.47616944,46.41101615,46.96134021,47.56403701,48.58369522,59.42763696,59.73372301,57.00840336,56.60597962,56.60190978,56.56042712,56.36053366,56.41986879,63.52322524,70.7710235,72.14213198,71.08673978,72.36044324,71.93717277,76.52385159,75.97181178,76.91772885,78.12854872,78.85985748
Faroe Islands,FRO,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,93.4338205,93.18193276,93.40220601,93.3761297,93.4226809,93.49523767,93.75416028,93.66439427,93.5726815,93.39799274,93.2856356,93.09567547,93.08449525,93.14580793,93.15511719,93.08668627,93.04493746,93.20975561,91.58984632,90.10336871,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,97.79918648,97.9491818,98.11323663,97.94834602,97.77754633,97.55864461,95.35608381,96.64002413,96.54192127,96.4892259,96.43346987,97.17773379,97.09692184,97.01555424,96.93709907,96.97202752,97.05987463,97.12095439,97.15805482,97.19100638,,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Gabon,GAB,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,16.63510339,19.30420525,19.57028532,18.22549127,19.08349745,18.76158049,20.65434769,19.89626842,20.04365512,18.8538376,19.59015944,21.13320542,18.8990888,19.30830213,21.3039694,23.13652878,26.68807592,24.83539194,26.85678288,26.78207702,21.66666667,22.5,22.5,23.33333333,22.68907563,25.96153846,25.88235294,33.33333333,41.37931034,56.81818182,79.31034483,79.31034483,78.125,79.41176471,82.05128205,77.77777778,80,82.05128205,81.81818182
United Kingdom,GBR,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,33.81815738,34.23959365,34.73733999,36.53387508,31.67324042,30.55762132,26.56935275,27.26706219,26.78046862,27.39779186,30.84027622,31.23922015,33.96317168,34.11236045,34.43088298,34.23273309,36.60781265,35.96553561,38.74966143,38.65476726,43.35336087,43.264006,47.13206777,51.0840708,50.88144557,52.44151715,52.7048619,52.68081223,52.39391877,67.10258646,66.6955517,68.23286052,72.56442489,72.63290343,70.76310144,72.38244514,73.81713555,73.16223067,74.41185949
Georgia,GEO,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,33.61241686,34.72147166,35.29045375,35.39508219,35.59904228,37.18653168,37.25357737,38.03698749,38.60775224,38.97411577,40.48765213,40.79346119,42.05443062,43.61287742,44.19965994,45.54429929,46.91412066,47.82499415,48.30528543,47.61739485,66.39344262,67.85714286,70.55837563,71.68674699,73.1884058,78.29457364,74.82014388,73.15436242,70.32258065,70.41420118,68.92655367,74.35897436,74.35897436,73.85620915,67.26190476,65.40540541,60.55555556,57.14285714,53.75722543
Ghana,GHA,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,73.75829294,73.25358056,73.33034202,73.69488212,71.77427514,72.76570105,72.91721161,73.93741542,72.4163754,73.09092146,74.59369239,73.1479286,74.20712769,73.32943168,72.72330792,71.56217319,71.60024426,72.14880108,71.43502379,72.511226,90.22346369,89.67391304,88.85869565,87.96791444,87.00265252,86.35170604,86.88118812,86.61800487,89.58785249,85.4368932,87.15789474,84.04761905,82.93269231,83.92070485,81.8627451,84.81262327,83.87096774,82.45243129,82.0083682
Gibraltar,GIB,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,54.18667098,53.87339629,53.795913,54.54079767,52.81041721,53.84937482,54.36924068,55.28196386,54.02066574,54.57472336,55.69986143,54.35088691,55.15538577,54.47526595,54.16362493,52.18100808,50.37580413,51.97670773,52.04237655,53.64126036,89.19860627,89.45578231,89.36877076,89.67741935,90,90.3030303,88.62068966,89.04109589,90.06024096,89.21568627,89.90825688,91.17647059,91.94312796,91.80722892,91.33663366,92.47311828,92.44060475,92.50535332,92.57731959
"Gambia, The",GMB,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,90.29264711,90.43405318,90.59212679,90.40654379,90.7422782,90.69465976,90.59386964,90.4365537,90.23893508,90.38296909,89.85294046,89.67155022,89.60009936,89.3408518,89.05692806,89.26192741,88.99567005,88.67679525,88.1536455,88.61760463,96.55172414,93.5483871,93.5483871,93.5483871,93.5483871,93.5483871,93.75,93.5483871,93.93939394,90.32258065,93.93939394,90,89.65517241,90.90909091,91.42857143,91.66666667,89.74358974,89.74358974,89.74358974
Guinea-Bissau,GNB,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,90.52249561,90.53343554,90.70622215,90.54129153,90.97276525,90.68797183,90.42301544,90.41566589,90.51979487,90.59500824,90.47381445,90.53859127,90.24203091,90.53056277,90.43235205,90.49167674,90.61700473,90.68116337,90.65180192,90.78850195,92.45283019,92.45283019,92.59259259,92.72727273,92.85714286,92.98245614,92.45283019,94.11764706,92.15686275,92.85714286,92.72727273,94.36619718,94.52054795,94.52054795,92.75362319,93.65079365,94.36619718,92.95774648,92.30769231
Equatorial Guinea,GNQ,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,44.91434439,45.19443106,45.71968866,44.66270005,44.81667723,45.20517474,44.1336228,44.04454013,43.71004248,43.25148821,42.89446177,43.15367883,42.19032236,41.91831784,42.16017843,41.9230415,41.72952047,41.8438299,43.14155353,42.26296713,50,50,50,50,50,50,50,50,50,50,50,50,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333
Greece,GRC,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,56.73519082,55.51106192,54.42574823,53.5935672,55.42905596,55.75868281,56.88776524,55.66231524,56.50954797,56.54415344,56.41140266,58.04393824,55.73037286,54.43726985,54.27805698,54.83498946,56.50263939,55.35105409,53.90421376,52.69694215,70.23498695,71.54362416,70.35519126,68.65021771,69.2745377,68.47507331,67.83707865,67.73722628,67.76119403,67.26190476,68.37349398,68.23161189,68.68217054,69.02927581,68.14449918,66.8907563,66.13756614,65.44789762,67.49116608
Grenada,GRD,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,69.8107638,70.26650412,68.25217373,68.70053043,66.71368137,63.75994478,66.32096277,66.85663048,67.6361337,68.67265034,66.6117567,65.3885707,64.47231757,62.94813311,60.99806398,59.74345517,56.72384821,55.6301674,53.22809503,53.61088585,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Greenland,GRL,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,1.872575758,1.88185331,1.929197895,1.154313704,1.182889101,1.117234059,1.074892014,0.768207479,0.908338394,0.9443770348,1.009086356,1.124519696,1.130592971,1.055912723,0.9816656763,0.9575915353,0.9391229817,0.9380431672,0.9013626213,0.90426649,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,79.42740204,78.25417633,79.04208711,78.76375417,77.28775207,75.18317555,74.67300429,74.74606033,74.78697412,74.18967444,76.34665709,76.17016146,75.17598752,76.37763932,76.51646343,76.42967069,77.09351603,75.82138919,74.8726939,76.47085588,78.31325301,78.86792453,79.49640288,79.79452055,79.18088737,79.19463087,77.7027027,77.63157895,76.41196013,77.01863354,76.82926829,76.85459941,76.03550296,77.17391304,77.12765957,77.83375315,77.46835443,77.64127764,75.59055118
Guam,GUM,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,96.53225758,95.55410162,95.29855826,95.14637372,94.06751006,93.80125321,91.9405469,91.77836307,92.07906008,92.01019037,91.4029539,91.22579154,90.32092024,90.92134157,90.73494624,90.26839583,90.09933827,89.86484667,90.13747519,85.5425225,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,80.46143054,84.92866174,82.57992984,84.68370117,83.99894343,82.23388379,79.9403504,83.11669456,80.97688842,79.74493677,78.74065895,80.11157029,79.72910399,79.40164679,82.16264381,81.36671159,80.91465679,78.0421222,81.00720194,81.33973264,95,95.38461538,95.3125,95.38461538,93.75,95.83333333,94.59459459,94.80519481,94.80519481,93.82716049,93.50649351,93.58974359,93.82716049,95.23809524,94.62365591,95.18072289,94.04761905,95.23809524,95.55555556
High income,HIC,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,65.16361571,64.93921832,64.45329859,64.31264974,63.55083607,62.79833998,62.2502826,62.74687583,65.15866769,68.31160067,67.85740792,68.84085432,69.13347597,67.36759682,68.28626385,67.35291926,69.21088176,70.25868169,71.42742038
"Hong Kong SAR, China",HKG,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Honduras,HND,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,88.12710948,87.37100509,86.9823666,86.31749844,85.63612173,85.32750786,85.67245875,84.91328223,84.43587105,82.37457395,83.39516357,84.12179104,81.33374515,83.75717296,83.60512926,83.1483481,82.0923333,81.67812091,80.91512443,80.77406053,80.52631579,80.20304569,80.10204082,78.75647668,77.12765957,79.9086758,77.94117647,79.72972973,79.11111111,78.66666667,79.43548387,77.73109244,73.42995169,77.77777778,77.29083665,78.62318841,78.18181818,77.8597786,75.29880478
Heavily indebted poor countries (HIPC),HPC,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,85.7961477,85.40852631,84.99137147,84.61208785,65.11231504,65.67612194,65.82183878,66.38013347,68.13316103,68.52139426,69.22638079,68.64545321,70.0938709,70.80998861,70.79641488,71.86422032,70.98463237,71.36234169,71.44608151
Croatia,HRV,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,55.33066661,54.73028563,53.69706273,52.2094349,52.10152128,53.39042263,53.67257808,54.34364043,53.96620116,53.81672345,51.204764,51.32510293,50.75452277,48.26024864,48.28612163,44.0396578,42.9633242,44.02343323,46.43046709,47.24819897,64.11960133,64.44444444,59.43060498,60,58.15899582,58.44155844,58.97435897,63.19702602,62.03703704,58.36909871,57.02811245,58.44155844,62.85714286,62.12765957,61.53846154,60.71428571,66.77966102,65.91639871,69.07514451
Haiti,HTI,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,86.98856152,87.49651215,87.56514996,87.22415018,86.42170648,86.02609357,85.71593337,85.97273276,85.63198132,85.56329317,84.58574102,85.42917561,84.56946127,84.16389329,84.08289911,83.67927619,84.62209333,84.19858686,83.75058611,83.3442995,89.69072165,90.29126214,90.51724138,89.28571429,88.49557522,87.82608696,84.55284553,88,88.54961832,88.63636364,89.65517241,89.65517241,89.04109589,89.11564626,88.43537415,88.51351351,87.83783784,88,87.33333333
Hungary,HUN,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,48.37932171,48.82684137,48.93964925,48.01254202,50.23006309,49.43096504,45.07772778,46.62463916,45.17007706,44.65561302,45.00116423,44.49733093,48.01735547,47.86576125,49.18350603,47.64949728,49.15861464,49.52598868,52.13791637,52.45933538,61.12852665,71.6,73.84898711,69.18032787,63.21167883,68.68852459,65.54621849,66.0968661,68.02413273,71.45038168,66.95652174,66.7115903,72.6984127,69.5024077,66.80613668,64.95601173,68.4370258,73.71900826,86.41304348
IBRD only,IBD,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,85.88915488,85.95626865,86.20049686,86.04770424,86.31204006,86.0880088,85.68673879,84.958219,84.59516513,84.16787498,83.03616958,83.02041893,83.00400226,82.78512336,82.60571322,82.43976408,81.8727135,81.85260706,81.48946847
IDA & IBRD total,IBT,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,86.25136423,86.2045047,86.35118822,86.19531098,83.12360357,83.11391796,82.86431358,82.37023321,82.29606708,82.09271666,81.34438415,81.26359442,81.42788101,81.35180889,81.25307449,81.28921258,80.77360113,80.85975658,80.60643559
IDA total,IDA,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,87.60114623,87.11441317,86.89275762,86.71661091,73.69410986,74.15403707,74.26069192,74.76185664,75.68819903,76.10094691,76.50222709,76.07342097,76.81799825,77.24552665,77.28698423,77.99776888,77.54462061,77.9637312,78.05236906
IDA blend,IDB,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,88.2732228,87.36179589,87.3360394,87.456016,52.91987235,53.46543644,53.32661437,54.62113289,55.26503219,55.75882486,55.76933123,55.74909197,56.06139026,56.99698427,57.20190011,58.46250979,58.50410374,59.60448063,60.12021427
Indonesia,IDN,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,72.69447829,77.55377024,50.71907291,69.24889867,76.62256776,76.86556479,65.36997431,50.39273919,67.45181699,57.52071257,57.7145689,62.42400037,28.70056925,48.95908227,62.40227738,61.21390352,49.79734569,37.61063309,64.67267726,64.88869907,91.72982988,91.67927383,91.87388266,91.67356398,91.822883,91.8027687,91.74311927,91.08895467,90.91741719,90.38101187,89.57317073,89.37623312,89.47445469,89.30854155,89.35479317,89.27528168,89.30749424,89.30700941,89.41493457
IDA only,IDX,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,87.35333678,87.0248221,86.73398607,86.45377574,85.78006034,86.12003423,86.26586864,86.5481214,87.29525127,87.788122,88.28164065,87.98366166,88.45434426,88.37490832,88.33557109,88.57931636,88.0249229,88.03045367,87.83188319
Isle of Man,IMN,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,71.58134489,72.22300771,71.1748656,69.89978621,70.32077409,69.90987169,70.30202107,70.84383517,71.15303095,71.44684529,71.75974801,71.70203226,71.34055326,71.61359237,71.86098526,72.25818477,72.28627417,70.8993965,71.74566762,71.23590134,94.99892527,94.93142101,94.87856031,94.79806993,94.79319355,93.79335976,92.90919952,92.10359712,91.29535417,90.47384817,89.33451347,89.00540541,88.05136795,87.95665469,87.8060166,87.85226936,87.88866837,87.89514264,87.65184889
Not classified,INX,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,72.9402803,72.77960264,72.77002522,72.16366442,71.78713698,73.10072039,72.79200197,73.57460907,75.21301397,73.95205088,75.08236074,73.58746925,75.16024962,76.12518794,75.88393194,77.79406176,78.64240941,77.06344167,77.28215536,78.51332311,86.52130823,88.40284842,88.29465187,88.49902534,88.36987607,87.92775665,87.16475096,86.68555241,86.64259928,88.25161887,87.95518207,89.58930277,92.39332096,92.73084479,93.59756098,94.26485923,94.15515409,94.14951246,94.12404788
